text,is_subjective
mereka menghabiskan sore hari mendiskusikan teater dan peran lucy sebagai antigone dalam kesepian sekolah di kota yang lebih tertahankan.,0
model film seperti ini seharusnya seperti apa.,1
salah satu film terbaik yang pernah dibuat tentang kehidupan pembuatan film.,1
foto satu jam menawarkan gambaran yang sangat menarik dari beberapa patologi modern -- keterasingan di pinggiran kota dan ilusi yang dihasilkan oleh munculnya gambar fotografi.,1
"serikat buruh melakukan pemogokan terhadap transportasi malam, sebuah perusahaan angkutan nasional yang menolak serikat pekerja.",0
"""Auto Focus"" berfungsi sebagai film biografi dan dokumen yang tidak biasa tentang para swinger pria di era playboy",1
meskipun ada daya tarik di permukaan -- conrad l . Sinematografi Hall kemungkinan besar akan dinominasikan untuk Oscar tahun depan -- ada sesuatu yang mengesankan namun kurang dalam segala hal.,1
"tindak lanjut yang cabul dan sering kali lucu dari stand-up Korea-Amerika yang berbakat, akulah yang aku inginkan.",1
setiap akhir pekan mereka kembali hanya dengan mabuk.,0
"menarik dan lugas, dengan gambaran hantu yang cukup untuk membuat kita tetap waspada.",1
"Film imax terkadang terasa seperti gimmick, namun ini adalah salah satu subjek yang menuntut cakupan sebesar imajinasi.",1
"dia mengikuti tersangka baru, ya, dan akhirnya menangkapnya sedang melakukan pembunuhan brutal terhadap seorang wanita di bar techno yang ramai.",0
tahanan wanita menjalin persahabatan dengan seorang mahasiswa hukum muda yang bekerja sebagai penjaga penjara paruh waktu.,0
"maggie adalah seorang penulis lepas muda Kuba-Amerika yang melakukan perjalanan membuka mata kembali ke asal usulnya dan bertemu dengan seorang penduduk asli muda yang menawan, mateo.",0
"penulis naskah drama Siddalee Walker, di ambang pembukaan drama baru, memberikan wawancara majalah di mana dia membahas masa kecilnya yang tidak bahagia.",0
ada banyak tawa. hanya saja tidak ada banyak hal lainnya. . . terutama dalam arti moral.,1
"tapi kejadian-kejadian berputar di luar kendali, dan sebelum musim panas berakhir dia akan mengalami hasrat yang frustrasi, cinta pertama, dan patah hati.",0
"nicholas muda dan keluarganya menikmati kehidupan yang nyaman, sampai ayah nicholas meninggal dan keluarganya tidak punya uang.",0
"dia, saudaranya Dan, dan dua pria lainnya, Steve Hart dan Joe Byrne, membentuk sebuah geng.",0
"menyadari mereka menghadapi musuh yang tangguh, lynn dan sue menjadi terpesona dengan hong juga.",0
"Jika ada kemungkinan besar mereka akan menyerahkan anak sulung mereka sebelum mereka menyerahkan penginapannya, maka kerumunan tersebut akan berpikir bersama dan menemukan bukan hanya satu, tapi tiga metode untuk menggalang dana.",0
"di sekitar toko buku, banyak terjadi aktivitas kriminal namun lucu.",0
"sebuah sindiran yang sangat membosankan, piknik boneka beruang termasuk di antara debut penyutradaraan yang paling menyedihkan oleh seorang penulis-aktor yang terhormat.",1
"tapi mentornya dan ""pelatih"" joe (chazz palminteri), seorang penipu licik yang memutuskan bagaimana dan siapa yang memerankan johnny, menghalangi dia dari mimpinya.",0
akhir minggu itu dia menyatukan adegan-adegan itu dalam upaya untuk memahami semua itu.,0
"diisi dengan musik alexandre desplat yang menghantui dan agung, film ini benar-benar membuat penonton terpesona.",1
Rachel segera mendapati dirinya terlibat dengan taman bermain dan masuk dalam daftar sasaran para pembunuh.,0
"suatu hari, di saat berdamai, sang ayah menceritakan rahasianya kepada Mateo, memicu gelombang peristiwa yang akan mengubah hidup mereka selamanya.",0
segala hal yang bermanfaat tentang jalur tabrakan sudah bisa disaksikan di televisi.,1
"bagi mereka yang mencari sesuatu yang berbeda, wendigo adalah kisah yang benar-benar mengerikan.",1
"bahkan jika menurut Anda [kissinger] tidak lebih bersalah melakukan aktivitas kriminal dibandingkan kebanyakan negarawan masa kini, dia pasti akan membuat persidangan di ruang sidang sangat menyenangkan untuk ditonton.",1
secara otomatis mematok dirinya sendiri untuk rak persewaan fiksi ilmiah langsung ke video.,1
"Amelia dengan cepat mengikuti jejak ibunya, Sanjuanera, yang telah lama menjalin hubungan asmara dengan Ayah Benito.",0
terlalu banyak kemustahilan dan situasi yang penuh warna melemahkan apa yang bisa menjadi sebuah film yang berdampak.,1
"menggunakan dua tim pembuat film yang terpisah (kru yang semuanya berkulit putih yang memfilmkan penduduk kulit putih dan kru kamera yang semuanya berkulit hitam yang merekam penduduk kulit hitam), dua kota jasper menangkap pandangan rasial yang sangat berbeda dari penduduk kota di jasper, texas, lokasi pembunuhan bermotif rasial seorang Afrika-Amerika pada tahun 1998.",0
"ditugaskan untuk misi rahasia yang berbahaya, ia harus memerangi musuh yang cerdik, terorganisir, dan kejam yang jauh melampaui pengalamannya.",0
"di penjara dia akhirnya bertemu dengan tabloid kesayangan Velma Kelly, yang saat ini mendapat perhatian besar dari media atas pembunuhan ganda yang dia lakukan di awal kisah tersebut.",0
"terjebak menghadirkan 'bagaimana jika?' 'skenario yang akan membuat kebanyakan orang tua terdiam. . . . kemudian, sesuatu yang buruk terjadi.",1
"john klein (richard gere), seorang reporter surat kabar washington meninggalkan pekerjaannya setelah istrinya (debra messing) meninggal untuk menyelidiki laporan aneh, termasuk penglihatan psikis (“ramalan”) dan penampakan makhluk bersayap (“mothmen”), di barat kecil kota Virginia, itu mungkin tanda-tanda invasi alien ke bumi. . .",0
ofrece una buena oportunidad de culture ( aunque sea condensada ) yang bien vale la pena aprovechar .,1
"ayah maggie, yayo, menjalankan toko roti yang sukses, steve adalah seorang politikus, elena adalah seorang perancang busana, ms. al mencari cinta, conrado adalah pengantar barang yang pemalu, dan mateo mencari peluang dalam hidup.",0
john j. adalah pembunuh bayaran kawakan yang dikirim untuk bekerja ke Argentina.,0
"Selain sedikit perubahan, ini adalah film yang sama yang mungkin Anda sukai pada tahun 1994, hanya saja tampilannya lebih bagus.",1
"tema-tema yang berat di dalamnya terlalu serius bagi anak-anak muda, namun ceritanya terlalu mendalami dongeng dan hal-hal kekanak-kanakan lainnya sehingga tidak menarik bagi remaja.",1
hasil karya seorang talenta yang kelelahan dan kering yang tidak bisa keluar dari caranya sendiri.,1
"enam seniman kata-kata paling cemerlang di negara ini berkumpul di New Orleans pada tanggal 2 September, untuk memulai perjalanan yang mengubah hidup ke kota New York untuk memperingati peringatan 11 September.",0
"Meskipun ia mempunyai perasaan di dalam hatinya, ia hanya mampu meniru emosi di sekelilingnya.",0
"ini adalah film yang akan membuat orang-orang berjalan keluar di tengah jalan, akan mendorong orang lain untuk berdiri dan bertepuk tangan, dan, tidak diragukan lagi, akan membuat kedua kubu terlibat dalam perdebatan sengit selama bertahun-tahun yang akan datang.",1
Ada momen-momen kesenangan nyata yang bisa ditemukan dalam komedi aneh Sara Sugarman yang sangat annie-mary tetapi tidak cukup untuk mempertahankan filmnya.,1
nayomi dan lisa pergi untuk melakukan pukulan tetapi semuanya menjadi sangat tidak beres.,0
"dan terakhir ada Dinka, sesama tukang cukur yang tergila-gila pada Terri namun tidak punya waktu.",0
Peter harus menghidupkan kembali momen singkat di pesta itu sampai dia melakukannya dengan benar dan memenangkan hati Jen.,0
"purpo$e adalah kisah pengusaha internet muda, john elias.",0
"memiliki kecerdasan, energi, dan keramahtamahan yang cukup untuk menyenangkan tidak hanya para penganut fanatik dari kedua belah pihak, namun juga orang-orang yang tidak tahu apa-apa tentang subjek tersebut dan merasa tidak tertarik.",1
ini adalah mea culpa yang menyentuh hati -- yang memberikan bayaran penuh atas kekuatan emosional yang tak terduga.,1
cerita utamanya melibatkan seorang remaja laki-laki lugu dan seorang gadis remaja licik yang bertemu di pantai pada suatu musim panas di Brasil selatan.,0
"dia kehilangan kekuatan supernya, dan dibutuhkan semua keterampilan dan kecerdikan bujangan untuk mendapatkan kembali jalur loisnya.",0
chabrol menambah tingkat ketegangan -- dan huppert memberikan penampilan yang sangat datar -- sehingga merci pour le chocolat ternyata sama menariknya dengan sepotong coklat hitam.,1
dia mencampakkannya tepat setelah dia mendapatkan apa yang diinginkannya tanpa penjelasan apa pun.,0
memperlakukan pengaturan yang berpotensi meledak dengan refleksi dan perhatian orang dewasa.,1
"dengan suara puisi, burk menyandingkan pemikiran tentang cobaan berat yang dialami seseorang dengan gambaran tentang apa yang mungkin dianggap sebagian orang sebagai momen menentukan dalam hidup.",0
"dengan bantuan dari otis dan pelanggan tetap gerobak padi, di antaranya adalah dokter hewan perang yang marah dengan kostum burung beo dan penjual keliling dengan masalah ""kecil"", mark akhirnya mendapatkan apa yang pantas diterimanya.",0
salah satu epos sejarah berdurasi puluhan tahun yang berusaha untuk menjadi intim dan mencakup secara sosial tetapi gagal memberikan keadilan terhadap upaya tersebut dalam waktu tiga jam di layar.,1
kalian yang bukan gadis kelas delapan kemungkinan besar akan tertidur selama ini.,1
"sambil bermain , anak muda t&#252 ; rlich jatuh pingsan ke sarang bebek dan terbawa selamanya oleh sungai kecil.",0
ruang panik sangat cocok dengan lintasan karir elegan yang telah direncanakan oleh finch busur.,1
"setelah menyelesaikan ujian terbuka untuk siswa formulir 5 dan mengajukan kartu identitas dewasa, yoyo, delapan belas tahun, berangkat ke London untuk bertemu dengan seorang pria yang diperkenalkan oleh orang tuanya yang bermaksud baik di Inggris.",0
"namun saat masing-masing mundur ke dalam dunia fantasi pribadinya, sebuah cerita yang lebih hidup pun terungkap - sebuah cerita tentang konfrontasi yang seharusnya terjadi, tentang rahasia yang perlu diungkap.",0
"cobalah sekuat tenaga untuk mencermati etika pendekatan Kaufman, entah bagaimana semuanya bersatu untuk menciptakan sebuah hiburan film yang sangat menarik, sensitif, cerdas, dan hampir kohesif.",1
"itu menyedihkan, sangat menyakitkan dan bejat, film yang setara dengan menatap ke dalam luka yang terbuka.",1
pernahkah kamu bertemu seseorang yang membuat hatimu berdebar saat pertama kali bertemu?,0
"Seperti Shrek, imajinasi visual Spirit mengingatkan Anda mengapa animasi merupakan media yang sempurna untuk anak-anak, karena memungkinkan pikiran memasuki dan menerima dunia lain.",1
"sebuah komedi romantis, ya, tapi dengan karakter yang berpikir dan berbicara tentang tujuan mereka, dan sedang mengambil keputusan sulit.",1
mewakili keberangkatan yang layak dari komedi benturan budaya yang menandai kemunculan sinema India-Amerika.,1
"tapi sebelum dia bisa menemuinya, dia berangkat bersama ayahnya ke Afrika Selatan.",0
"sebagai panglima film ini, bigelow menunjukkan visi yang luas dan perhatian terhadap detail yang mendorongnya ke eselon atas dunia penyutradaraan.",1
"""aktris"" ini menjadi sensasi dalam semalam, dengan karir menyanyi yang besar juga, dan semua orang berpikir dia adalah orang yang nyata.",0
"film ini melontarkan karakter-karakter unik, situasi-situasi ganjil, dan dialog yang tidak biasa kepada kita, seolah-olah mengatakan, ""lihat ini! ini film yang menarik!"" namun film itu sendiri pada akhirnya tidak menarik.",1
"Pengagum sutradara abel ferrara mungkin lega karena film terbarunya, r xmas, menandai kembalinya ke bentuk yang sederhana namun menggembirakan.",1
"Edgar, ayah jauh Duncan yang berusia enam puluh tahun, tidak memahami manifestasi aneh duka putranya.",0
"naskah yang tergenang air menggambarkan kedalaman kebodohan, ketidakkoherenan, dan olok-olok seksual sub-sophomoric yang belum dipetakan.",1
dia memiliki ikatan emosional dengan pemilik kasino (deepak tijori).,0
"tingkat kedewasaan yang ditunjukkan oleh sutradara fitur pertama berusia 33 tahun ini sungguh menakjubkan, mengingat kurangnya pengalaman dan materi pelajarannya.",1
"didorong oleh ilusi romantis untuk bergabung dengan legiun asing Perancis, simon belajar apa artinya menjadi pahlawan.",0
"di sini dia bertemu dennis betts (clive russell) yang mengancam dan dalam upaya untuk melarikan diri darinya, dia & # 237; S terpaksa bersembunyi di dalam mobil milik Daniel Stone (Douglas Henshall), seorang portir rumah sakit.",0
ceritanya mengikuti seorang penulis nasihat wanita terlaris (zellweger) yang memiliki semua jawaban hingga seorang jurnalis playboy yang licik (mcgregor) mulai mengajukan pertanyaan.,0
"mereka semua berusaha mengatasi situasi ini - dia hanya punya waktu tiga minggu lagi, dan Anda tidak bisa berdebat dengan orang yang sedang sekarat.",0
. . . lima puluh menit melodramatis remaja yang membosankan diikuti dengan tiga puluh lima menit omong kosong yang berlebihan.,1
itu manis dan romantis tanpa memuakkan atau melodramatis.,1
ini terbukti cukup menarik sebagai studi karakter yang mendalam dan mendalam.,1
detektif kang menjalankan pekerjaan barunya dengan penuh semangat dan antusias.,0
"banyak bicara, artifisial, dan buram. . . sebuah latihan teknis yang menarik, namun gambarannya membosankan.",1
"aku. A . adegan dogwalking memberikan latar belakang yang penuh warna untuk kisah ellie moore (diane gaidry), barang rusak dalam pelarian dari pacar terakhirnya yang kasar dan berada di ambang transformasi.",0
"Istri serakah Anmol, Mona (Amrita Arora) memaksanya untuk menemui seorang veteran di India dan memberitahunya tentang Guru Gulab dan mengumpulkan hadiah uang.",0
"benar-benar kurang dalam pesona, kecerdasan, dan penemuan, pinokio karya Roberto Benini adalah film yang sangat buruk.",1
"bertekad untuk tidak menyia-nyiakan kesempatan ini, dia bersumpah untuk segera menindaklanjuti informasi tersebut.",0
"area k adalah zona laut yang dikontrol Israel yang mengisolasi jalur gaza dan mencegah nelayan Palestina memasuki perairan Israel, Mesir, dan internasional.",0
"melawan segala rintangan di surga dan neraka, hal itu membuatku takut.",1
pemeriksaan yang menarik dan menakutkan terhadap delusi seorang pria yang tidak stabil.,1
"ditujukan untuk khalayak zaman baru, namun ketulusan dan sifat lembut serta sikap mencela diri sendiri dapat diterima dengan baik oleh khalayak umum.",1
dua bersaudara mewarisi komidi putar tua yang rusak di jalan kayu yang ditinggalkan dengan baju baru.,0
"kacau, memanjakan diri sendiri dan sangat jelek untuk dilihat, itu. . . seperti serangkaian film pelajar yang sangat mengerikan yang dirangkai menjadi satu film horor berdurasi panjang.",1
kisah tiga wanita yang telah mencapai titik balik dalam hidup mereka.,0
"menggunakan audiensnya sebagai pelabuhan kiasan, dong menarik kapal ideologisnya ke dermaga untuk dibongkar, sebelum ia melanjutkan perjalanannya yang lebih jauh lagi.",1
tapi bagaimana jika tuan voldemort mencoba membuat kejahatannya kembali?,0
"keadaan menjadi sedikit canggung ketika Harry menderita serangan jantung di rumah ibu marin, Erica (Keaton).",0
"film ini penuh dengan kelinci. penuh. tapi seperti kebanyakan kelinci, sepertinya ia kekurangan substansi.",1
"di sinemania, penggemar terbesar hollywood menjadi bintang sejati.",0
". . . begitu dampak sebenarnya dari hari itu terungkap, kekuatan film ini tidak dapat disangkal.",1
"sebagai kepala pemadam kebakaran, quinn (bales kristen) bertanggung jawab untuk mengusir binatang buas dan menjaga komunitas tetap hidup saat mereka mencari nafkah.",0
David adalah seorang pelukis dengan blok pelukis yang mengambil pekerjaan sebagai pelayan untuk mendapatkan inspirasi.,0
"sekaligus muram dan misterius, lucu dan sedih. ini menunjukkan betapa sepinya sebuah kota yang padat.",1
"tapi dia bertemu cac&#225 ; saudara laki-lakinya, nando, yang mencoba meyakinkannya untuk ikut serta dalam penipuan.",0
"pada akhirnya, kita kembali ke kamar tidur, yang kita lihat di adegan pertama dan menyadari bahwa cerita ini sebenarnya diceritakan oleh lucy kepada jess, pengacara yang dia temui, dua minggu sebelum lucy dijadwalkan berangkat untuk menulis persekutuan.",0
lirik yang pedih mengalir melalui balzac dan penjahit kecil Tionghoa yang mengubah kisah tentang cinta dan budaya ini menjadi puisi sinematik.,1
"ini bukan hanya versi cliffsnotes dari nicholas nickleby, ini adalah cliffsnotes yang halamannya hilang.",1
"sebagai imbalannya, masing-masing uang tunai satu juta dolar.",0
menghadapi akibat dari 'kecelakaan' memunculkan sisi terbaik dan terburuk dalam diri mereka.,0
"hampir satu dekade setelah skynet mengirim kembali t-1000, john connor menghadapi terminator wanita, t-x, yang memiliki kekuasaan atas semua mesin.",0
"itu aneh, menakjubkan, dan belum tentu untuk anak-anak.",1
William Baldwin dan Jodi Lyn O'keefe dari 'Halloween: H20' Fame keduanya akan membintangi film baru yang berperan sebagai saudara laki-laki dan perempuan yang melakukan perjalanan ke rumah leluhur keluarga mereka setelah kematian ayah mereka.,0
"ceritanya mengikuti Mirabelle, seorang pramuniaga yang kecewa dan calon artis yang menjual sarung tangan dan aksesoris di Neiman Marcus.",0
"tidak punya alasan untuk hidup, selain mempekerjakan anak-anak hollywood dan orang-orang yang berhutang budi kepada orang tua mereka yang terkenal.",1
tidak terlalu cepat dan tidak terlalu lambat. itu tidak terlalu cabul dan tidak terlalu menyinggung. itu tidak terlalu berarti.,1
"sexgunsmoney@20 adalah cerita yang intens, lucu dan mendalam tentang ekses, kepuasan instan, keserakahan dan kekuasaan, penuh dengan intrik dan plot machiavellian.",0
"rabbi menolak, namun memberikan nasihat aneh kepada Goldman tentang cara menyingkirkannya, sehingga memicu serangkaian kejadian tak terduga.",0
"Namun, Jane, putri Wendy yang berusia 12 tahun, menganggap semua itu hanya khayalan dan menolak mempercayai dongeng tersebut.",0
"adam miauczynski, karakter yang dikenal dari film sutradara marek koterski sebelumnya, adalah seorang guru berusia 44 tahun, yang membaca puisi selama pelajaran sekolah dan kemudian pulang ke rumah sambil mengumpat dan memanggil nama tetangganya.",0
sekelompok pelajar Inggris mulai memanggil roh di papan ouija setelah semalaman clubbing.,0
"ketika segalanya tampak tidak ada harapan, Ted mendapat bimbingan dari teman baiknya, Meg, yang membalikkan keadaan: ""jangan menipu dia, dengarkan dia, tuluslah.""",0
adegan di mana alur band dengan musisi modern montell jordan dan joan osborne menyanyikan lagu cover sangat spektakuler.,1
gambar-gambar film tersebut memberikan tulang punggung bagi perusahaan dan memberikan keunggulan emosional pada kehancuran akhirnya.,1
"di bawah fasad lelucon bisnis film yang luar biasa, tak terelakkan, dan tampak cerdik. . . terletak sebuah plot yang disusun dari momen-momen yang sebagian besar datar dan tidak kreatif.",1
"dihadapkan dengan pertunjukan buntu yang tak ada habisnya dan hilangnya hasratnya terhadap musik yang pernah dia pikir adalah hidupnya, dia mendapati dirinya kembali ke rumah kepada tiga generasi wanita yang dia tinggalkan.",0
dia juga tidak sadar kalau dia tidak sengaja meninggalkan salah satu sepatunya disana.,0
"halpern dan rolov mengikuti tiga pemuda: perawan sirkuit lurus berusia 23 tahun, brandon; Bocah pesta berusia 21 tahun dengan masalah narkoba, nada; dan sensitif namun berkemauan keras, berusia 19 tahun, jon.",0
"""analisis itu"" adalah salah satu sekuel kasar dan dibuat-buat yang tidak hanya gagal dengan sendirinya, tetapi juga membuat Anda menebak-nebak kesukaan Anda terhadap aslinya.",1
"""Beberapa seperti itu panas"" bertemu ""menggemparkan gila"" menggambarkan kejenakaan film tersebut.",0
"selama ini, kehidupan mereka terkait dengan nasib masyarakat aborigin pada masa perang, penyakit, dan kebijakan penghapusan pemerintah yang kontroversial.",0
"untuk menyelesaikan pekerjaan, mereka semua harus melakukan apa yang belum pernah mereka lakukan sebelumnya #saling percaya.",0
"satu-satunya kehidupan yang dia ketahui adalah sebagai gigolo, bekerja untuk ibunya, tapi dia ingin meninggalkannya.",0
"misalnya, dia mengumpulkan kaleng dan botol untuk didaur ulang dari pantai dan membeli makanan ikan dengan uang yang dia hasilkan, lalu mendayung ke laut untuk memberi makan ikan di sana.",0
paravasu adalah putra sulung dari resi agung raibhya (mohan agashe).,0
"tiga skenario yang berbeda, diselingi, semuanya menggunakan kata-kata yang sama tetapi dengan arti yang sangat berbeda.",0
"Di sana, mereka merencanakan balas dendam pada orang-orang yang mengolok-olok mereka, dan terutama Christine yang haus kekuasaan.",0
"seorang pria muda tinggal di rumah keluarga tunangannya, setelah kematiannya yang tidak disengaja.",0
dia segera menyadari bahwa dia sedang diburu dan pergi bersama Marie untuk mencari tahu siapa dia dan mengapa dia diburu.,0
satu-satunya cara mengatasi hal ini adalah dengan menggunakan simulasi implan identitas (sims) ilegal.,0
jaglom. . . menempatkan penonton pada posisi istimewa untuk menguping karakternya,1
"jika Anda melihatnya di TV, Anda mungkin akan mematikannya karena yakin Anda sudah menonton film itu.",1
dia hampir sampai ke sekolah ketika leher merah menyerangnya.,0
"huppert memberikan Erika persona yang sangat menarik sehingga Anda mendapati diri Anda menatap dia dengan menghipnotis, mencoba memahaminya dan bertanya-tanya apakah dia akan retak.",1
"dia menghadapi ujian, penyelesaian tesisnya, dan proses wawancara yang kompetitif, yang semuanya diperparah ketika seorang detektif polisi, wade handler (bratt), mulai menyelidiki hilangnya pacarnya, embry langan (hunnam), yang berusia dua tahun. pria muda yang ingatannya menghantui dan terobsesi padanya.",0
"sindiran s1m0ne tidak halus, namun efektif. ini adalah proyek yang unik dan tidak biasa. . . .",1
"penguntitnya terlihat mengancam tetapi sikapnya sepertinya menunjukkan bahwa dia hanyalah orang buangan sosial yang bingung, terjebak dalam kebiasaan obsesif dan berulang yang berputar di sekitar Anna.",0
"film ini mengisahkan kisah yang sangat memilukan tentang kehidupan beberapa orang yang terpengaruh oleh surat-surat yang dikirimkan oleh kereta surat malam ""wanita berbaju merah"" dari london ke skotlandia.",0
"malam setelah pemakaman ayahnya, dia bertemu dengan Paula yang cantik, bertemu dengannya keesokan harinya, tapi yakin Paula tidak akan pernah memandangnya dua kali.",0
"""Catch Me"" terasa mampu memesona massa dengan kekuatan bintang, musik pop, dan momen-momen sentimental yang menjadi ciri khas Spielberg.",1
"""Kehidupan berbahaya para putra altar"" memiliki kekurangan, tetapi juga memiliki humor dan hati serta aktor-aktor muda yang sangat berbakat",1
"ini sangat de palma. jika kamu mencintainya, kamu akan menyukainya. jika tidak. . . baiklah, lewati ke ulasan lain.",1
seorang wanita yang kembali mampu menggapai cinta.,0
"namun mempercayai kebenaran palsu dan pembuatan film ""indie"" yang rutin, freundlich hanya membuat film yang aman. itu tidak buruk, hanya sangat biasa-biasa saja.",1
apakah pekerjaan kantor benar-benar mengasingkan seperti 'bartleby' sehingga efektif melakukannya?,1
"satu-satunya keuntungan dari semua ketidaknyamanan ini adalah, mengingat unggahan akhir pekan hari buruh, Feardotcom harus mencatat jumlah hit yang minimal.",1
"Meskipun beberapa pemirsa tidak akan mampu menerima begitu banyak keanehan, mereka yang melakukannya akan menemukan favorit kultus untuk dinikmati seumur hidup.",1
"jika seseorang bosan dan. . . memutuskan untuk membuat versi putra yesus yang membosankan dan megah, mereka akan menghasilkan sesuatu seperti penjelajah dunia karya bart freundlich.",1
"kini para narapidana membalas, dipimpin oleh Seagal dan Ja Rule.",0
"menggunakan pengawasan, penyuapan, dan konspirasi, reporter investigasi han yang berambut pirang dan berdada besar, fallopia wigglesworth membuat jaringan penipuan yang aneh untuk menjaring mangsanya yang masih muda dan rentan.",0
"jika Anda adalah tipe orang tua yang dengan sengaja memperkenalkan anak-anak Anda pada film-film yang akan menyebabkan banyak kerusakan yang tidak dapat diperbaiki yang tidak dapat diperbaiki oleh analisis yang mahal selama bertahun-tahun, saya hanya punya satu kata untuk Anda - decasia",1
"Zoe San Francisco yang pemalu adalah seorang animator berusia dua puluhan yang haus akan cinta yang menghabiskan waktu berjam-jam mendengarkan radio kxch, tenggelam dalam fantasi romantis manis lagu-lagu pop tahun 70an dan 80an.",0
"sebagai 'film cewek' pergi, yang satu ini cukup menyedihkan, memilih untuk menarik tali daripada pengembangan karakter yang sah dan plot yang cerdas.",1
". . . sangat lucu, sangat menyenangkan. . .",1
dia adalah pecandu adrenalin standar Anda tanpa rasa takut dan sikap buruk.,0
Namun planet ini dihuni oleh psikopat pembunuh yang langsung membunuh dua astronot.,0
itu sangat tanpa kegembiraan dan energi sehingga membuat jason x . . . terlihat positif shakesperean jika dibandingkan.,1
"""Sorority Boys"" lebih lucu, dan film itu cukup buruk.",1
sebuah jalan yang akan menuntun pada hari-hari yang membosankan dari kelangsungan hidup tanpa jiwa atau jalan yang akan menuntun mereka ke jalan dalam mengejar impian mereka.,0
"sebuah film dokumenter musik yang bagus, mungkin salah satu yang terbaik sejak waltz terakhir.",1
"sebuah drama remaja Perancis yang penuh badai tentang persahabatan, keluarga, dan politik seksual.",1
seseorang yang tidak akan pernah bisa dia cintai dan seseorang yang tidak akan pernah bisa berhenti dia cintai. . .,0
ini mengikuti lintasan plot dasar dari hampir setiap film Schwarzenegger: seseorang melintasi arnie. arnie meledakkan segalanya.,1
jenis film yang tumbuh pada diri Anda setelah direnungkan,1
"skin deep adalah film thriller psikologis tentang cinta, seks, ras, dan pengkhianatan yang melibatkan pasangan antar-ras, pasangan kulit hitam, dan seorang wanita simpanan.",0
"lynn dan yan berbagi cinta tak terucapkan di masa lalu yang kini muncul kembali secara terbuka, dan lynn mulai mempertanyakan apakah dia ingin terus menjadi seorang pembunuh.",0
"Lotte pergi untuk tinggal bersama bibinya yang berkebangsaan Belanda kelas menengah ke atas di Belanda, Anna bekerja sebagai buruh tani di pertanian pedesaan milik pamannya yang berkebangsaan Jerman.",0
"[f]dari penampilan dan sinematografi hingga soundtrack yang luar biasa dan narasi yang tidak konvensional, film ini sangat hidup dan mengagumkan dalam banyak hal.",1
"mengambil pendekatan film TV yang kikuk untuk merinci sebuah bab dalam kehidupan penulis drama, penyair, dan peminum Irlandia yang terkenal.",1
"roxie hart yang haus ketenaran memimpikan kehidupan di panggung vaudville, dan menghabiskan malam-malamnya meramaikannya di cahaya terang chicago, terus berharap bahwa dia akan menemukan keberuntungannya, dan menjadi bintang tahun 1920-an, sehingga mampu melarikan diri darinya suami yang membosankan amos.",0
"Skotlandia terlihat luar biasa, para penggemarnya sering kali merupakan orang-orang fanatik yang lucu, pertarungan ini pastinya mengalahkan hari yang buruk dalam bermain golf.",1
sebuah film yang sangat bagus berada di tempat di mana sebuah mahakarya seharusnya berada.,1
"plotnya memiliki sejumlah lubang, dan terkadang membingungkan.",1
"renee unger menjalani kehidupan yang selalu ia harapkan: sebuah rumah kecil dari batu bata merah di kota kecil di rusia baru, ohio, seorang suami yang baik, sebuah bisnis konstruksi yang makmur, dan seorang bayi yang sedang dalam perjalanan.",0
"tiba di AS dengan paspor palsu, dia dipenjara oleh pihak berwenang selama satu tahun sementara kasus suakanya diadili.",0
anak-anak melalui banyak petualangan karena membawa pulang bendera.,0
"peristiwa ini menuntun pada pemikiran mendalam tentang pernikahan, persahabatan, hubungan, dan yang terakhir, kehidupan itu sendiri.",0
"kini, Johnny dan Lena (pacar Wayne) diminta membuat produk bayi terhebat yang diberi nama Mighty Baby.",0
dia tinggal di bengkel motor bersama keenam temannya.,0
"tapi sekarang ada ancaman baru, matt addison telah sepenuhnya bermutasi menjadi makhluk yang tampaknya tak terhentikan, kode bernama musuh bebuyutan, yang tidak akan berhenti sampai semua yang ada di sekitarnya mati, tapi ia juga punya agenda lain.",0
"Di kerajaan maritim yang besar ini, di mana kemewahan berima dengan toleransi, Isabel mengatur jalur rahasia bagi para pengungsi yang melarikan diri dari Inkuisisi sementara Clara jatuh cinta dengan seorang bangsawan Venesia, Paolo Zane.",0
kendalinya di pedesaan sekitar hutan bahagia melampaui serangan sporadis dari ksatria jahat.,0
bagaimana yang satu ini lolos dari jaringan seumur hidup saya tidak akan pernah tahu.,1
"demam kartu hijau adalah kisah tentang seorang pemuda di Amerika Serikat yang memperpanjang masa berlaku visanya demi mengejar ""kartu hijau"".",0
dogville diambil secara eksklusif di studio dengan alat peraga minimal sekali lagi memungkinkan kebebasan maksimum para aktor dan paparan penuh yang terinspirasi oleh teater televisi tahun 70an.,0
ini sering kali merupakan film yang lucu tetapi membutuhkan lebih banyak substansi untuk mengisi waktu atau pengeditan yang bijaksana.,1
"julie davis adalah kathie lee gifford sutradara film, sayangnya membuktikan sekali lagi ego tidak selalu berjalan seiring dengan bakat.",1
"meskipun Hoffman telah berupaya sebaik-baiknya, Wilson tetap menjadi seorang sandi yang diam dan tidak jelas; pertemuannya tidak mengungkapkan apa pun tentang siapa dia atau siapa dia sebelumnya.",1
"film ini tidak berisi lelucon yang bagus, tidak ada adegan yang bagus, hampir tidak ada momen ketika mimikri yang diasah secara langsung pada Sabtu malam Carvey melampaui tingkat rasa malu.",1
