teks,is_left,is_center,is_right,is_biased
"Sebuah organisasi yang didukung oleh Arab Saudi menuduh beberapa negara asing menghasut perempuan muda untuk menolak keluarga mereka, komentar publik pertama dari Riyadh sejak seorang perempuan yang mengaku melakukan kekerasan dalam rumah tangga diberikan suaka di Kanada pada akhir pekan.",0,1,0,0
"Berlin berusaha menghentikan Washington dalam membujuk sebuah perusahaan Jerman yang mencari vaksin virus corona untuk memindahkan penelitiannya ke Amerika Serikat, sehingga mendorong para politisi Jerman untuk menegaskan bahwa tidak ada negara yang boleh memonopoli vaksin apa pun di masa depan.",1,0,0,0
Negara-negara Eropa lainnya juga mengatakan mereka akan mencabut kewarganegaraan ganda yang bergabung dengan ISIS.,0,1,0,0
"Secara keseluruhan, empat juta anak muda Amerika memasuki dunia kerja setiap tahunnya, namun peluang kerja mereka semakin berkurang karena terdapat sekitar dua pekerja asing baru untuk setiap empat pekerja Amerika yang memasuki dunia kerja.",0,0,1,0
"Kepala Organisasi Kesehatan Dunia (WHO) mengatakan pada hari Rabu bahwa komite daruratnya memerlukan lebih banyak informasi sebelum siap menyatakan wabah virus corona global yang mematikan sebagai darurat kesehatan masyarakat, bahkan ketika kota Wuhan di Tiongkok yang terkena dampak paling parah menutup semua lalu lintas udara dan kereta api. mencoba untuk menahan penyebarannya.",0,1,0,0
Facebook melarang nasionalisme kulit putih dari platformnya setelah mendapat tekanan dari kelompok hak-hak sipil.,1,0,0,0
"Kate Brown, seorang biseksual, membuat sejarah pada bulan November 2016 ketika ia menjadi orang LGBTQ pertama yang terpilih secara terbuka sebagai gubernur negara bagian AS.",1,0,0,0
Dia bahkan ingin putranya menjalani pemeriksaan latar belakang sebelum ayahnya bisa memberinya senjata sebagai hadiah.,0,0,1,0
"Jones, pendiri acara radio dan webcast Infowars, mengklaim media arus utama dan pendukung pengendalian senjata berkonspirasi untuk mengarang tragedi di mana 20 anak sekolah dan enam staf sekolah ditembak mati di Sekolah Dasar Sandy Hook di Newtown, Connecticut, pada bulan Desember .14, 2012.",1,0,0,0
"Dalam upaya menghentikan penyebaran virus, Menteri Agama Malaysia telah mengeluarkan pedoman untuk mengadakan salat Jumat di masjid, termasuk mempersingkat khotbah dan wudhu, atau ritual wudhu, dilakukan di rumah jika memungkinkan.",0,1,0,0
"Dalam debat Partai Demokrat hari Selasa di Des Moines, Iowa, Senator Elizabeth Warren (D-MA) menggambarkan Senator Bernie Sanders (D-VT) sebagai “teman” meskipun ia dibingkai sebagai seorang seksis yang menyangkal kemungkinan perempuan terpilih sebagai presiden. Amerika Serikat.",0,0,1,0
"Noir bereaksi terhadap unjuk rasa besar-besaran mengenai hak kepemilikan senjata di Richmond, di mana ribuan orang dari seluruh negeri memprotes desakan Partai Demokrat di negara persemakmuran untuk mengesahkan undang-undang pengendalian senjata yang lebih komprehensif.",0,0,1,0
Trump menandatangani undang-undang pajak Partai Republik pada tahun 2017 yang memotong pajak untuk kelas menengah tetapi memberikan keringanan pajak yang lebih besar bagi orang Amerika terkaya.,1,0,0,0
"Dalam artikel pemakzulan mereka di sini, Partai Demokrat menuduh Trump menyalahgunakan kekuasaannya sebagai presiden dengan menekan pemerintah Ukraina untuk membantunya memenangkan pemilu kembali. Mereka menuduh presiden membahayakan Konstitusi AS, membahayakan keamanan nasional, dan merusak integritas pemilu 2020.",0,1,0,0
"Bank sentral Rusia menangguhkan pembelian emas di pasar domestik mulai 1 April, tanpa memberikan alasan. Namun, para analis menyatakan pihaknya fokus pada penjualan mata uang asing untuk mendukung rubel, yang telah jatuh seiring dengan rendahnya harga minyak karena penyebaran virus.",0,1,0,0
"Namun, setelah puluhan penembakan massal dalam beberapa tahun terakhir, termasuk di sekolah-sekolah seperti pembantaian pada bulan Februari 2018 di Parkland, Florida, yang menewaskan 17 orang, membatasi kekerasan bersenjata telah menjadi komponen platform kebijakan Partai Demokrat yang dianut oleh kandidat kongres dan presiden.",0,1,0,0
"Lisa Nandy, Anggota Parlemen Wigan dan salah satu dari tiga kandidat yang tersisa dalam pemilihan kepemimpinan Partai Buruh, mengatakan bahwa laki-laki yang diidentifikasi sebagai perempuan, seperti terpidana pemerkosa anak Christopher Worton, yang sekarang diidentifikasi sebagai Zoe Lynes, harus dapat dipindahkan ke penjara wanita.",0,0,1,0
"Hal ini karena apa yang Newsom dan Partai Demokrat hargai di California berkaitan dengan niat baik, bukan hasil nyata.",0,0,1,0
"Insiden tiga jam yang mengerikan itu terjadi antara mahasiswa Universitas Jawaharlal Nehru, yang memprotes kenaikan biaya pendidikan, dan anggota sayap pemuda Rashtriya Swayamsevak Sangh, sebuah kelompok yang terkait erat dengan Partai Bharatiya Janata (BJP) yang berkuasa di India.",0,0,1,0
"Politisi Partai Buruh, yang memimpin epidemi kejahatan dengan kekerasan - khususnya kejahatan pisau - dan meluasnya perdagangan obat-obatan terlarang di London ke wilayah sekitarnya ...",0,0,1,0
Facebook melarang nasionalisme kulit putih dan supremasi kulit putih dari jejaring sosialnya menyusul kritik bahwa Facebook tidak berbuat cukup untuk menghilangkan ujaran kebencian di platformnya.,1,0,0,0
"Memperkuat kritik baru terhadap kesenjangan kekayaan yang meningkat selama pandemi virus corona, pendiri Amazon Jeff Bezos—orang terkaya di dunia—telah menambahkan hampir $24 miliar ke dalam kekayaannya yang sudah sangat besar pada tahun 2020 ketika lockdown terkait virus di seluruh dunia telah memaksa orang untuk tetap berada di dalam rumah. dan mendorong peningkatan permintaan e-commerce.",1,0,0,0
"Kota Wuhan di Tiongkok, pusat wabah virus corona baru, akan membangun sebuah rumah sakit khusus untuk merawat pasien, yang ditargetkan selesai dalam enam hari, menurut laporan media pemerintah Beijing News pada hari Kamis, mengutip sumber yang tidak disebutkan namanya di perusahaan konstruksi yang akan membangun rumah sakit tersebut. bangun itu.",0,1,0,0
"Jika usulan Partai Demokrat Massachusetts menjadi undang-undang, maka hampir pasti usulan tersebut akan menghadapi gugatan di pengadilan – mengingat fakta bahwa usulan tersebut adalah pajak atas kekayaan, dan bukan pajak atas penghasilan.",0,0,1,0
"Paus Fransiskus menunjuk perempuan pertama yang memegang jabatan tinggi di Sekretariat Negara, pusat diplomasi dan administrasi Vatikan yang didominasi laki-laki.",1,0,0,0
"Ketika virus COVID-19 menyebar di AS dan seluruh dunia, para pejabat di Pusat Pengendalian dan Pencegahan Penyakit AS mendorong masyarakat untuk bekerja dari rumah sebagai cara untuk membantu mengurangi penularan.",0,1,0,0
"Masyarakat Debat Parlemen Universitas George Washington (GW) telah memutuskan bersama dengan Wellesley College untuk menyelenggarakan turnamen debat khusus bagi perempuan dan laki-laki kandung yang mengidentifikasi diri sebagai perempuan, sedangkan laki-laki yang mengidentifikasi sebagai laki-laki tidak akan diizinkan untuk berpartisipasi.",0,0,1,0
Para peneliti melihat adanya ancaman yang semakin besar dari kelompok supremasi kulit putih yang menyebut diri mereka “akselerasionis” dan mengakui adanya kekerasan untuk melawan pemerintahan demokratis.,1,0,0,0
Namun tidak ada tanda-tanda bahwa undang-undang senjata apa pun yang disetujui oleh mayoritas DPR dari Partai Demokrat akan mendapat dukungan di Senat yang dikuasai Partai Republik,0,1,0,0
"Pada awal tahun 2010, hanya sedikit orang Amerika yang dapat memperkirakan bahwa dekade mendatang akan merevolusi lanskap hukum dan budaya bagi kelompok lesbian, gay, biseksual, transgender, dan queer.",1,0,0,0
Boodsabann Chanthawong baru-baru ini bergabung dengan semakin banyak perempuan yang menentang tradisi Buddha Thailand dari generasi ke generasi dengan ditahbiskan sebagai biksu pemula di sebuah biara yang seluruhnya perempuan tidak diakui di luar Bangkok.,0,1,0,0
Kelas menengah Amerika semakin terjerumus ke dalam utang untuk mempertahankan gaya hidup kelas menengah.,1,0,0,0
"Bukan rahasia lagi bahwa perempuan kurang terwakili dalam karir sains, teknologi, teknik, dan matematika (STEM).",1,0,0,0
"Meskipun pendapatannya lebih tinggi, peningkatan kekayaan yang signifikan di kalangan kelas menengah belum terwujud, kata McBride.",1,0,0,0
"Trump mengatakan dia tidak mengingat adanya kontak langsung dengan pegawai yang sakit tersebut, namun staf Gedung Putih sekarang akan dites virus corona setiap hari, bukan setiap minggu. Para pejabat tidak mengatakan apakah Trump sendiri akan dites setiap hari.",0,1,0,0
"Saat ini, perempuan hanya mencakup seperempat pekerja di bidang STEM, dan penghasilan mereka jauh lebih rendah dibandingkan laki-laki.",1,0,0,0
"Tidak ada keraguan bahwa diskriminasi berperan dalam kesenjangan upah ini, namun ada faktor lain yang patut mendapat perhatian.",1,0,0,0
"Presiden Donald Trump dan Kongres mengambil tindakan resmi untuk menghormati meninggalnya Pendeta Billy Graham pada hari Rabu lalu, melalui proklamasi presiden dan pengumuman bahwa jenazah Graham akan disemayamkan di US Capitol—warga negara keempat dalam sejarah Amerika yang menerima kehormatan seperti itu.",0,0,1,0
"Sanika Nayak, mahasiswa Universitas Texas di Austin berpendapat bahwa laki-laki membuat fasilitas gym tidak nyaman bagi perempuan dan mengusulkan agar Universitas Texas membagi gym menjadi beberapa bagian yang terlindungi, sehingga mahasiswi dapat merasa lebih nyaman saat berolahraga.",0,0,1,0
"Meskipun perkiraan menunjukkan bahwa Tiongkok – yang merupakan negara pencemar terbesar di dunia – mengeluarkan karbon 25 persen lebih sedikit dibandingkan periode empat minggu yang sama tahun sebelumnya, Shuo tetap skeptis terhadap perubahan yang akan bertahan lama.",1,0,0,0
"Di distrik Qiaokou di Wuhan, di komunitas apartemen Zirun Mingyuan tempat tinggal sekitar 10.000 orang, pria, wanita dan anak-anak berdiri di bawah payung sementara warga lanjut usia bertengger di bangku sambil menunggu untuk dites di empat lokasi yang didirikan di tengah kompleks.",0,1,0,0
"Pada tanggal 20 Januari 2020, ribuan warga Virginia turun ke Richmond untuk menentang dorongan pengendalian senjata Northam.",0,0,1,0
Ketua CPA Dan DiMicco mengatakan penghargaan ini merupakan validasi lebih lanjut dari para ekonom arus utama bahwa tarif permanen terhadap impor Tiongkok adalah kunci untuk mendorong pertumbuhan lapangan kerja di AS.,0,0,1,0
"Dipicu oleh gelombang aktivis muda, termasuk banyak orang Yahudi yang bersekutu dengan Muslim, kritik terhadap kebijakan Israel terhadap Palestina semakin besar dan luas, dengan seruan yang terus-menerus untuk melakukan boikot dan penarikan investasi.",0,0,1,0
Isyarat tangan “OK” adalah salah satu dari 36 entri baru yang ditambahkan pada hari Kamis ke dalam database simbol kebencian yang digunakan oleh kelompok supremasi kulit putih dan ekstremis sayap kanan lainnya.,0,1,0,0
"Sebanyak 70% warga Amerika memandang perekonomian secara tidak adil memihak pihak yang berkuasa, dan sebagian besar masyarakat juga mengatakan bahwa politisi, perusahaan raksasa, dan individu kaya memiliki terlalu banyak kekuasaan atas perekonomian, menurut Pew Research Center.",1,0,0,0
"Trump tampaknya mengacu pada penandatanganan langkah-langkah pengendalian senjata oleh Northam pada awal April, tindakan yang menuai kecaman dari Partai Republik dan kritik dari Trump.",0,1,0,0
Apple dan Google menghadapi kritik karena menawarkan aplikasi yang memungkinkan laki-laki di Arab Saudi melacak dan mengontrol pergerakan perempuan.,0,1,0,0
Elizabeth Banks menekankan bahwa mengetahui penghasilan perempuan dan laki-laki lain di Hollywood adalah hal yang penting untuk menciptakan kesetaraan upah antar gender.,0,1,0,0
Presiden AS Donald Trump mengatakan pada hari Rabu bahwa pemotongan pajak untuk kelas menengah akan diumumkan selama 90 hari ke depan.,0,1,0,0
"Meskipun ambiguitas seksual kadang-kadang terjadi, para penulis mencatat, “individu interseks sangat jarang terjadi, dan mereka bukanlah jenis kelamin ketiga atau bukti bahwa seks adalah 'spektrum' atau 'konstruksi sosial'.”",0,0,1,0
"Sekitar 81% warga Amerika mengatakan mereka lebih suka mewajibkan pemeriksaan latar belakang bagi pembeli senjata sebagai bagian dari upaya menghentikan penembakan massal. Hanya 8% yang menentang. Mayoritas 59% mengatakan mereka mendukung pelarangan “senjata serbu,” dan hanya sekitar 23% yang menentang.",1,0,0,0
Jaksa federal mendakwa seorang veteran Angkatan Darat AS berusia 26 tahun yang menurut mereka menyatakan dukungannya terhadap ISIS karena berencana mengebom unjuk rasa nasionalis kulit putih setempat.,0,1,0,0
"Meskipun program zona peluang yang menawarkan keringanan pajak kepada investor yang menaruh uang di wilayah yang ditunjuk secara khusus dimaksudkan sebagai cara untuk membantu lingkungan yang mengalami kesulitan, ProPublica dan pihak lain telah mendokumentasikan bagaimana proses tersebut tampaknya menguntungkan para miliarder yang berinvestasi di wilayah yang seharusnya tidak memenuhi syarat.",1,0,0,0
"The Jerusalem Post melaporkan: Hampir 50% warga Palestina yang tinggal di Gaza percaya bahwa cara terbaik untuk mengakhiri pendudukan adalah melalui konflik bersenjata, menurut sebuah laporan yang dirilis Senin oleh Pusat Penelitian Kebijakan dan Survei Palestina (PSR).",0,0,1,0
"Dan jika sejarah bisa menjadi panduan, penembakan sering kali memicu minat terhadap undang-undang senjata, termasuk undang-undang bendera merah.",0,1,0,0
"Agama juga akan terbukti lebih menarik dalam hal praktis. Salah satu kisah krisis keuangan tahun 2007-2008 yang jarang dilaporkan adalah peran penting berbagai gereja dalam membantu masyarakat mengatasi jatuhnya harga rumah secara tiba-tiba, anjloknya tabungan pensiun karena jatuhnya harga saham, dan tsunami yang diakibatkan oleh slip merah muda. dan pemotongan gaji.",0,0,1,0
"Gerakan yang dikenal sebagai NeverTrump – yang mengaku sebagai kelompok konservatif yang bersumpah tidak akan pernah memilih Donald Trump, bahkan dengan mengorbankan kepresidenan Hillary Clinton dan dominasi liberal di Mahkamah Agung selama beberapa generasi – tidak membutuhkan waktu lama untuk pulih dari keterkejutan atas kemenangan Trump. Di bulan November.",0,0,1,0
Harris juga berencana meluangkan waktu selama kunjungannya di Iowa untuk membicarakan proposal kebijakan barunya yang bertujuan untuk menutup kesenjangan upah berdasarkan gender.,0,1,0,0
"Para pegiat kesetaraan gender turun ke jalan-jalan kota di Eropa pada hari Jumat untuk memperingati Hari Perempuan Internasional dengan perayaan dan protes, sementara di Turki polisi menembakkan gas air mata untuk membubarkan kerumunan ribuan perempuan di Istanbul pada malam hari.",0,1,0,0
Aktivis pengendalian senjata pada hari Senin mengkritik panduan yang dikeluarkan oleh pemerintahan Presiden Donald Trump yang merekomendasikan agar negara-negara bagian menyadari bahwa toko senjata adalah bisnis penting yang dapat tetap buka selama krisis virus corona.,0,1,0,0
"Namun dengan peluang yang ada sekarang, Partai Demokrat melihat peluang dalam segala hal mulai dari pengendalian senjata hingga perubahan iklim, terutama jika Mahkamah Agung mendukung deklarasi Trump.",0,0,1,0
"Presiden AS Donald Trump mengatakan pada hari Selasa bahwa ia mendukung Presiden sementara Bolivia Jeanine Anez yang mengupayakan “transisi demokrasi yang damai,” dan ia mengecam kekerasan yang sedang berlangsung di negara tersebut.",0,1,0,0
"Namun, sekitar pukul 10 pagi, Trump mengirimkan tweet yang secara eksplisit memperingatkan Israel agar tidak membiarkan Rep. Omar dan Rep. Tlaib masuk.",1,0,0,0
"Gagasan untuk mengenakan pajak kekayaan pada orang-orang terkaya Amerika telah menimbulkan pandangan yang sangat berbeda dari berbagai politisi, dengan Presiden Donald Trump menjulukinya sebagai sosialis dan kandidat presiden dari Partai Demokrat yang progresif, Senator Elizabeth Warren dan Bernie Sanders, secara terang-terangan mendukungnya.",0,1,0,0
"Warren telah menyusun serangkaian proposal termasuk proposal untuk mengakhiri utang kuliah, menciptakan penitipan anak universal dan melawan epidemi opioid yang menurutnya akan didanai dengan mengenakan pajak kepada orang-orang kaya melalui pajak $2,75 triliun pada rumah tangga Amerika yang menghasilkan lebih dari $50 juta per tahun. .",0,1,0,0
"Banyak kaum konservatif yang membela Hawley, mengecam serangan Tapper terhadap senator Missouri.",0,0,1,0
"Ikan-ikan masih beterbangan di Pasar Pike Place, dan meskipun para pekerja mengatakan segalanya tampak sedikit lebih lambat dari biasanya, tempat wisata terkenal ini tetap beroperasi penuh meskipun ada peringatan pemerintah tentang virus corona.",0,1,0,0
"Trump pada hari Minggu me-retweet tweet mantan kandidat Kongres dari Partai Republik yang mengkritik komentar Fauci dalam wawancara CNN dan berisi seruan untuk pemecatannya. Fauci, 79, telah menjadi direktur Institut Nasional Alergi dan Penyakit Menular sejak 1984.",0,1,0,0
"Berdasarkan perubahan tersebut, semua semi-otomatis gaya militer (MSSA) dan senapan serbu akan dilarang, bersama dengan suku cadang yang digunakan untuk mengubah senjata menjadi MSSA dan semua magasin berkapasitas tinggi.",0,1,0,0
Stimulus tersebut meningkatkan sentimen investor bahkan ketika beberapa ekonom memangkas perkiraan pertumbuhan global tahun 2020 karena virus yang menyebar dengan cepat menghambat operasi bisnis di negara dengan perekonomian terbesar kedua di dunia.,0,1,0,0
United Airlines mengatakan pada hari Selasa bahwa pihaknya akan menangguhkan 24 penerbangan antara AS dan Tiongkok pada minggu pertama bulan Februari di tengah meningkatnya kekhawatiran tentang penyebaran virus corona yang berasal dari negara Asia.,0,1,0,0
"Kolam renang terbesar di wilayah Kaukasus Utara yang mayoritas penduduknya Muslim di Rusia telah melarang perempuan, memicu kemarahan dari aktivis hak asasi manusia dan pihak lain yang menuduh kompleks olahraga tersebut melakukan diskriminasi.",0,1,0,0
"Presiden AS Donald Trump terbuka untuk melakukan perundingan mengenai kemungkinan rancangan undang-undang stimulus lain di tengah pandemi virus corona baru, namun bukan perundingan yang diajukan oleh Partai Demokrat di Dewan Perwakilan Rakyat, kata juru bicara Gedung Putih pada hari Kamis.",0,1,0,0
Ini bukan pertama kalinya Klobuchar menolak pemotongan pajak Trump.,0,0,1,0
"Presiden tidak mengetahui komposisi gugus tugas dan fokusnya dalam serangkaian tweet pada Rabu pagi. Trump mengatakan ia mungkin akan menghapus beberapa anggota kelompok tersebut dan menambahkan yang lain, meskipun ia tidak menyebutkan siapa saja yang ia maksudkan. Di Gedung Putih, Trump mengatakan dia akan menambah dua atau tiga anggota pada minggu depan.",0,1,0,0
"Negara-negara Eropa sedang mencoba untuk mempercepat rencana untuk memindahkan ribuan militan asing ISIS keluar dari kamp penjara Suriah ke Irak, karena konflik baru di Suriah telah meningkatkan risiko para jihadis melarikan diri atau kembali ke rumah mereka.",0,1,0,0
"Peace adalah salah satu dari banyak anggota militer transgender yang menentang Trump setelah ia mengumumkan di Twitter pada bulan Juli 2017 bahwa militer tidak lagi mengizinkan individu transgender ""untuk bertugas dalam kapasitas apa pun.""",0,1,0,0
Para pemilih di Swiss akan datang ke tempat pemungutan suara untuk memutuskan apakah homofobia – kejahatan rasial atau diskriminasi berdasarkan orientasi seksual – harus dikriminalisasi.,0,1,0,0
"Warga di Wuhan berani mengantre di tengah hujan lebat selama lebih dari satu jam untuk ikut serta dalam latihan yang dipimpin pemerintah untuk melakukan tes virus corona baru terhadap 11 juta orang di kota itu, sebuah skala yang digambarkan oleh para ahli kesehatan sebagai hal yang belum pernah terjadi sebelumnya.",0,1,0,0
"Coba pikirkan - pemeriksaan latar belakang universal mengharuskan orang Amerika mendapatkan izin dari pemerintah sebelum membeli senjata di lingkungan apa pun, baik eceran maupun swasta.",0,0,1,0
Presiden telah menyerukan tanggapan yang keras terhadap protes untuk “mendominasi jalan-jalan” dan mengancam akan mengerahkan pasukan aktif untuk memadamkan kerusuhan di kota-kota di mana pemerintah setempat tidak mampu melakukannya.,0,1,0,0
"Para senator memutuskan untuk menunda rancangan undang-undang tersebut untuk tahun ini dan meminta komisi kejahatan negara bagian untuk mempelajari masalah ini, sebuah hasil yang mendapat sorak-sorai dari ruang komite yang dipenuhi para pendukung senjata.",1,0,0,0
"Setelah mendapat izin dari Israel untuk mengunjungi neneknya di Tepi Barat yang diduduki atas dasar kemanusiaan, anggota Kongres Rashida Tlaib memutuskan pada Jumat pagi untuk tidak melakukan perjalanan tersebut, dan menyebut pembatasan tersebut sebagai contoh “kondisi yang menindas” yang mewakili segala hal yang ditentang oleh anggota kongres tersebut.",1,0,0,0
"John William King, 44, seorang penganut supremasi kulit putih yang mengatur serangan tersebut, adalah orang kedua yang dieksekusi dalam salah satu kejahatan rasial paling mengerikan dalam sejarah modern AS.",0,1,0,0
Patriarki Gereja Ortodoks Georgia mengatakan semua kebaktian Paskah akan diadakan dengan cara tradisional pada minggu ini tetapi umat paroki akan diminta untuk menjaga jarak sosial antara satu sama lain untuk membendung penularan virus.,0,1,0,0
"Pada poin pertama, Vox menyampaikan pendapatnya kemarin dengan menyatakan bahwa wilayah ISIS hanyalah salah satu bagian dari teka-teki yang lebih besar.",1,0,0,0
"Reaksi terhadap komunitas marginal tidak mengejutkan Profesor Chris Freeman dari University of Southern California, yang karyanya terutama berfokus pada studi gay dan lesbian abad ke-20.",1,0,0,0
"Partai Demokrat di Kongres memperdebatkan wewenang presiden untuk melakukan hal ini. Anggota parlemen dari Partai Republik sedang merencanakan penyelidikan mereka sendiri, mengkaji tanggapan awal WHO dan pemerintah Tiongkok.",1,0,0,0
Undang-undang Texas mewajibkan kontraktor yang bekerja atau berbisnis dengan negara bagian tersebut untuk menyatakan bahwa mereka tidak memboikot Israel atau wilayah yang diduduki Israel.,0,0,1,0
"Resolusi tersebut, yang disetujui DPR pada bulan Maret, menandai upaya bipartisan yang jarang terjadi untuk mengekang kekuasaan Trump dan menggarisbawahi kekhawatiran yang masih ada di antara beberapa anggota parlemen bahwa ketegangan dengan Teheran dapat meningkat menjadi perang. Para pendukungnya mengakui bahwa mereka tidak memiliki cukup dukungan untuk mengesampingkan veto Trump, yang merupakan veto ketujuh dalam masa kepresidenannya.",0,1,0,0
"Dalam Instagram Story-nya, Jedrzejczyk memposting gambar dirinya berdiri di belakang juara kelas jerami UFC Weili sambil mengenakan masker gas, menyiratkan bahwa ia sedang melindungi dirinya dari kemungkinan tertular virus corona, yang saat ini menjadi pusat wabah mematikan di Tiongkok.",0,1,0,0
Dengan lebih dari 15.000 orang terbunuh akibat kekerasan senjata di Amerika Serikat tahun lalu – belum termasuk kasus bunuh diri – Partai Demokrat yang mencalonkan diri sebagai presiden dari partainya menunjukkan tidak adanya tindakan di Washington sebagai bukti bahwa mereka harus dipilih untuk melawan Presiden Partai Republik Donald Trump.,0,1,0,0
"Dalam klip lain, kelompok tersebut terlihat berebut mobil mereka setelah sirene berbunyi, sebuah fitur keamanan baru yang ditambahkan.",1,0,0,0
"Hal yang mendorong momentum ini adalah penolakan terhadap sejumlah proposal pengendalian senjata dari Northam dan Partai Demokrat, yang memenangkan kendali penuh atas pemerintahan negara bagian tersebut pada bulan November untuk pertama kalinya sejak tahun 1993.",0,1,0,0
"Masalahnya, keluh Ocasio-Cortez, bukan karena biaya kuliahnya yang sangat mahal, namun mahasiswa tersebut tidak diberikan diskon besar dalam bentuk beasiswa.",0,0,1,0
"Jika tindakan tersebut berhasil, seseorang tidak perlu dituduh melakukan kejahatan atau bahkan dituduh melakukan kejahatan agar senjatanya dirampas.",0,0,1,0
Krisis ekonomi yang semakin parah yang dipicu oleh lockdown nasional untuk memperlambat penyebaran virus corona baru ini ditegaskan oleh data lain pada hari Kamis yang menunjukkan produktivitas pekerja turun pada laju tercepat dalam lebih dari empat tahun pada kuartal pertama di tengah penurunan jam kerja terbesar sejak tahun 2009.,0,1,0,0
Para pendukung perdamaian dan keadilan memuji surat dari belasan anggota DPR dari Partai Demokrat yang mendesak agar bantuan militer lebih lanjut ke Israel disyaratkan agar negara tersebut tidak mencaplok wilayah yang lebih luas di Tepi Barat yang diduduki dan menyerukan kepada Kongres untuk memastikan hak asasi manusia rakyat Palestina dihormati.,1,0,0,0
"Sementara itu, warga Amerika dan warga asing kebingungan memikirkan dampak rencana mereka untuk melakukan perjalanan ke AS. Sebagian lainnya mempertanyakan logika tindakan Trump dan apakah langkah tersebut benar-benar akan membantu upaya memperlambat penyebaran penyakit ini.",1,0,0,0
"Paul Whelan, mantan Marinir AS yang ditahan di Moskow atas tuduhan mata-mata, melakukan kontak online dengan lebih dari 20 orang Rusia dengan latar belakang militer, menurut analisis media sosial.",0,1,0,0
"Kasus Rahaf Mohammed al-Qunun menarik perhatian global baru terhadap peraturan sosial yang ketat di Arab Saudi, termasuk persyaratan bahwa perempuan memiliki izin dari “wali” laki-laki untuk bepergian, yang menurut kelompok hak asasi manusia dapat menjebak perempuan dan anak perempuan sebagai tahanan dari keluarga yang melakukan kekerasan. .",0,1,0,0
"Selain pemeriksaan latar belakang lebih lanjut, Biden menganjurkan apa yang disebut “senjata pintar” yang memerlukan biometrik pemilik untuk menarik pelatuknya.",0,1,0,0
"Meskipun menekankan bahwa dia tidak memilih salah satu partai, Cohen memperingatkan tentang bahaya normalisasi ideologi supremasi kulit putih.",0,1,0,0
"Saat membawa senjata api, Anda memiliki kekuatan tertinggi dalam kendali Anda.",0,0,1,0
"Klobuchar, yang dilaporkan menyelesaikan malam itu dengan waktu bicara terbanyak kedua, menyatakan dalam debat bahwa undang-undang pemotongan pajak yang ditandatangani Presiden Trump pada tahun 2017 terutama menguntungkan teman-temannya yang kaya.",0,0,1,0
"Selain dampak finansial yang sangat besar, program kecantikan ini mengharuskan para wanita untuk meluangkan waktu dari jadwal sibuk mereka untuk menjaga penampilan mereka sedemikian rupa sehingga para pria yang berkuasa terhindar dari hal tersebut.",1,0,0,0
"Baru-baru ini, sebuah kasus tahun ini dimenangkan terhadap rezim Bashar al-Assad di Suriah, mengenai keterlibatan langsung presiden tersebut dalam pembunuhan yang ditargetkan terhadap jurnalis Amerika Marie Colvin di tengah perang saudara yang kejam dan tindakan keras terhadap pembangkang pada tahun 2012.",0,0,1,0
Gedung Putih mengatakan pada hari Senin bahwa Presiden Donald Trump tidak memecat pakar penyakit menular AS Dr. Anthony Fauci meskipun dia me-retweet pesan #FireFauci dari seorang pendukungnya.,0,1,0,0
"Dengan sisa satu tahun lagi masa jabatan pertama Presiden Donald Trump, berita terbaru lainnya hampir tidak menarik perhatian: Departemen Dalam Negeri – yang mengelola sebagian besar lahan publik pemerintah federal – menghapus “orientasi seksual” dari pedoman anti-diskriminasi mereka.",1,0,0,0
"Terdakwa agen Rusia Maria Butina dibebaskan dari penjara Florida pada hari Jumat setelah menjalani sebagian besar hukuman 18 bulan penjaranya karena berkonspirasi untuk mempengaruhi aktivis konservatif AS dan menyusup ke kelompok hak senjata yang kuat, dan ditahan oleh petugas imigrasi untuk dideportasi ke negara asalnya. negara.",0,1,0,0
Pakar kesehatan LGBTQ mengatakan keputusan Always untuk menghilangkan tanda-tanda perempuan dari produknya adalah sebuah perubahan kecil yang mungkin memiliki konsekuensi signifikan bagi orang-orang trans dan non-biner.,1,0,0,0
Trump berjanji untuk melarang perangkat tersebut segera setelah seorang pria bersenjata menggunakannya untuk menembak dan membunuh 58 orang di sebuah festival musik country di Las Vegas pada bulan Oktober 2017.,0,1,0,0
"Angka 78 sen terhadap satu dolar laki-laki sudah tidak asing lagi bagi banyak dari kita: untuk setiap dolar yang diperoleh laki-laki, perempuan memperoleh 78 sen.",1,0,0,0
Penembakan fatal terhadap siswa berprestasi tersebut memicu kemarahan di kampung halamannya dan menjadi simbol perbincangan yang lebih besar mengenai momok kekerasan senjata.,1,0,0,0
"Di balai kota di CNN pada hari Kamis, calon presiden dari Partai Demokrat tahun 2020 Senator Elizabeth Warren (D-MA) menyatakan bahwa tidak ada yang seefektif melawan liputan media yang seksis “selain memilih presiden perempuan Amerika Serikat.”",0,0,1,0
"Pejabat tinggi pemerintahan Trump mengatakan kepada anggota parlemen pada hari Selasa bahwa pengerahan militer AS di Timur Tengah murni bersifat defensif dan tidak bertujuan memprovokasi perang dengan Iran, di tengah meningkatnya kekhawatiran di Kongres mengenai kemungkinan konflik militer.",0,1,0,0
"Namun mayoritas Partai Demokrat di DPR telah meloloskan undang-undang senjata, di samping banyak langkah lainnya.",1,0,0,0
